iter	Logloss
157	0.4132200797
158	0.4125023128
159	0.412025507
160	0.4113111006
161	0.4109918555
162	0.4100866963
163	0.4089414399
164	0.4084890385
165	0.4078937155
166	0.4071877723
167	0.4064410256
168	0.4057635232
169	0.4052006566
170	0.4042808438
171	0.4037290129
172	0.4027764744
173	0.4017310012
174	0.4009826871
175	0.4006878933
176	0.4001015884
177	0.3995446415
178	0.399146247
179	0.3987999057
180	0.398026244
181	0.3962324075
182	0.3956606902
183	0.3944830507
184	0.3939390979
185	0.3935241939
186	0.3922974287
187	0.391799818
188	0.3901522841
189	0.3891233834
190	0.3888212122
191	0.3884415489
192	0.3880225032
193	0.3877405091
194	0.3869173582
195	0.3865527418
196	0.3862435553
197	0.3858028602
198	0.3854160119
199	0.3850094873
200	0.384605901
201	0.3839471314
202	0.3833758554
203	0.3825158795
204	0.3819160355
205	0.3813056644
206	0.3810093875
207	0.3804657509
208	0.3800997399
209	0.3792408844
210	0.3789321082
211	0.3782530173
212	0.3778169705
213	0.3772732786
214	0.3769759114
215	0.3767404962
216	0.3764560147
217	0.3759750887
218	0.3756233403
219	0.3752818236
220	0.3749522716
221	0.3744805719
222	0.3739742421
223	0.3736261592
224	0.3732673314
225	0.3728479743
226	0.3724154646
227	0.3721234734
228	0.3714074717
229	0.371013489
230	0.3707544215
231	0.3705336304
232	0.3699313917
233	0.3696779713
234	0.369028126
235	0.3683831795
236	0.3681149344
237	0.367795333
238	0.3674212863
239	0.3671788581
240	0.3668099467
241	0.3665337016
242	0.3663128916
243	0.3659171834
244	0.3655438703
245	0.3652745012
246	0.3651284505
247	0.3638999518
248	0.3636425475
249	0.363337192
250	0.3629426759
251	0.3624354087
252	0.3621676805
253	0.3617862792
254	0.3611428319
255	0.3607887935
256	0.3604331249
257	0.3601926715
258	0.3595345032
259	0.3587730353
260	0.3584857972
261	0.3574573538
262	0.3571750538
263	0.3568974503
264	0.3565413423
265	0.3562635201
266	0.355669733
267	0.3552683352
268	0.3549175567
269	0.3544282551
270	0.3541317688
271	0.3537427596
272	0.3533240201
273	0.3529843259
274	0.3528445499
275	0.3524923642
276	0.3521801985
277	0.3518128518
278	0.3514745674
279	0.3512752632
280	0.3508230215
281	0.3503248475
282	0.3491842168
283	0.3489971446
284	0.3485668767
285	0.348254406
286	0.3474209043
287	0.347085736
288	0.3467427335
289	0.3464101721
290	0.3460919029
291	0.3457244367
292	0.3453636276
293	0.345134996
294	0.3448283209
295	0.3445125633
296	0.3440394275
297	0.3438393074
298	0.3435028262
299	0.3429572617
300	0.3427363417
301	0.3423749619
302	0.3418738297
303	0.3411944353
304	0.3409097086
305	0.3394282982
306	0.3385289023
307	0.3382135833
308	0.3379354724
309	0.3371831114
310	0.3369499361
311	0.3363427171
312	0.33602115
313	0.3354146742
314	0.3349731079
315	0.3344738067
316	0.3342687041
317	0.3339429023
318	0.3329737006
319	0.3326123933
320	0.3323961163
321	0.3319246035
322	0.3315459792
323	0.331319802
324	0.3308585752
325	0.3305457574
326	0.329897333
327	0.3294233006
328	0.3283833462
329	0.3279545977
330	0.3275532318
331	0.3272929946
332	0.327026572
333	0.3266258956
334	0.3256224046
335	0.3246983317
336	0.3242803853
337	0.3238280084
338	0.323049235
339	0.3227912665
340	0.32250172
341	0.3223256615
342	0.3220409828
343	0.3218186173
344	0.321588932
345	0.3212277918
346	0.3208674345
347	0.3205499846
348	0.3203775443
349	0.3201116259
350	0.3192530424
351	0.3186837299
352	0.3182282358
353	0.3177458945
354	0.3173420293
355	0.3170008287
356	0.3167680567
357	0.3165979912
358	0.3164251488
359	0.316150431
360	0.3158281638
361	0.315531315
362	0.3153631802
363	0.3151307076
364	0.3148014635
365	0.3145304811
366	0.3142830287
367	0.314123483
368	0.3137144824
369	0.3134977672
370	0.3132569305
371	0.3131289741
372	0.3129360701
373	0.3127551435
374	0.312572338
375	0.3123782781
376	0.3121247458
377	0.3117515998
378	0.3115419798
379	0.3112311724
380	0.3108044963
381	0.3105093453
382	0.3089178397
383	0.3083983234
384	0.3080852717
385	0.3073847231
386	0.3070069774
387	0.3067675189
388	0.3065320759
389	0.3060364793
390	0.3049255566
391	0.3047349643
392	0.3039487364
393	0.3037084899
394	0.3035188192
395	0.303262855
396	0.3027060522
397	0.3024124569
398	0.3021614639
399	0.3016166413
400	0.3012051483
401	0.3008091668
402	0.3005461548
403	0.3001746898
404	0.2997369734
405	0.2994904542
406	0.2991246618
407	0.2987197148
408	0.2984946687
409	0.2981489048
410	0.2978618422
411	0.2975435031
412	0.2973923246
413	0.2962497154
414	0.2960991136
415	0.2957374345
416	0.2953474825
417	0.2951008883
418	0.2947868374
419	0.2945339775
420	0.2942474829
421	0.2938472569
422	0.2935693272
423	0.2933243646
424	0.2930926998
425	0.2925162266
426	0.2923799607
427	0.2922003567
428	0.2917349933
429	0.2912185011
430	0.2903185359
431	0.2900805362
432	0.2889163125
433	0.2886595678
434	0.288502341
435	0.2881740455
436	0.2875947197
437	0.2872751087
438	0.2867415999
439	0.2864761942
440	0.2860944048
441	0.2857173739
442	0.2854392079
443	0.285144664
444	0.2849080674
445	0.2843606149
446	0.2839263555
447	0.2836981508
448	0.2834127126
449	0.2830691165
450	0.2827988115
451	0.2824439434
452	0.2821698678
453	0.2819691178
454	0.2816303606
455	0.2813905975
456	0.2812295182
457	0.2810033368
458	0.2807849002
459	0.2804885653
460	0.2800307702
461	0.2796358663
462	0.2787960551
463	0.2785325909
464	0.2783534025
465	0.2778780228
466	0.2776187313
467	0.2772963209
468	0.2770191386
469	0.2767725219
470	0.2761784558
471	0.2758632541
472	0.2755592476
473	0.2752623344
474	0.2749885008
475	0.2746840425
476	0.2743738506
477	0.2742114077
478	0.2739949788
479	0.2736780919
480	0.2734717683
481	0.2731725797
482	0.2729329936
483	0.2726850347
484	0.2725330903
485	0.2722547291
486	0.2720034244
487	0.2716990765
488	0.2714722361
489	0.2713243715
490	0.2711282413
491	0.2708356923
492	0.2705284318
493	0.2700712357
494	0.2696585258
495	0.2694178768
496	0.2692445431
497	0.2690843898
498	0.268807512
499	0.2685646449
500	0.2683777706
501	0.2682176151
502	0.2678354158
503	0.267670623
504	0.2672815746
505	0.2671302278
506	0.2669664026
507	0.2666428141
508	0.266151801
509	0.266030978
510	0.2657363924
511	0.2655205157
512	0.2652619958
513	0.2650873717
514	0.2646402347
515	0.2644282019
516	0.2641560991
517	0.2638908971
518	0.2636630759
519	0.2634351779
520	0.263091926
521	0.2628744566
522	0.2626063746
523	0.2623926463
524	0.2622490313
525	0.2620059797
526	0.2618499634
527	0.2615663909
528	0.2613176541
529	0.2606828071
530	0.2604824208
531	0.2602755127
532	0.2600815513
533	0.2598229457
534	0.2596363807
535	0.2594234179
536	0.2590796876
537	0.2589240839
538	0.2587578931
539	0.2585029312
540	0.2583469456
541	0.2581446632
542	0.2578876366
543	0.2576919237
544	0.2572231136
545	0.2569516471
546	0.2567344761
547	0.2565374142
548	0.2563295473
549	0.256155284
550	0.2558034891
551	0.2554122741
552	0.2551887621
553	0.254988819
554	0.2547156697
555	0.2544470277
556	0.254184419
557	0.2538374794
558	0.2535801863
559	0.2532299789
560	0.2529757685
561	0.2527972899
562	0.2525087755
563	0.2522965951
564	0.2520430698
565	0.2518502435
566	0.2516134803
567	0.2513464493
568	0.251144211
569	0.2509394466
570	0.2507309972
571	0.2504552473
572	0.2502724718
573	0.2500376684
574	0.2498232989
575	0.2496228107
576	0.2494487311
577	0.2491689373
578	0.248999637
579	0.2487104761
580	0.2484805636
581	0.2483377498
582	0.248162995
583	0.247849952
584	0.2476929849
585	0.2474215796
586	0.2472426441
587	0.247040399
588	0.2468530082
589	0.2466015009
590	0.246303468
591	0.2461299504
592	0.2458361631
593	0.2456418754
594	0.245426057
595	0.2452897119
596	0.24500542
597	0.244722015
598	0.2445599864
599	0.2443728384
600	0.2441790601
601	0.2439676874
602	0.243716912
603	0.2435802186
604	0.2433964034
605	0.2431592865
606	0.2430277937
607	0.2427781595
608	0.2425391402
609	0.2423024338
610	0.2421557063
611	0.2419803459
612	0.2417488781
613	0.2414796769
614	0.2413431824
615	0.2411642227
616	0.2408598588
617	0.2407399817
618	0.2406016733
619	0.2403001307
620	0.2400786978
621	0.239955986
622	0.2397252959
623	0.2394677114
624	0.2392256196
625	0.2389988312
626	0.2387355925
627	0.2386008493
628	0.2384460582
629	0.238295266
630	0.2380474497
631	0.2378129341
632	0.2376881645
633	0.2374894596
634	0.2373084362
635	0.2370805464
636	0.2369421681
637	0.2367248824
638	0.2365471671
639	0.236222742
640	0.2359678709
641	0.2356927519
642	0.2355232958
643	0.235207524
644	0.2350271511
645	0.2348756647
646	0.2347544518
647	0.2345155819
648	0.2343853573
649	0.2342011352
650	0.2340525011
651	0.2338093413
652	0.2335404499
653	0.2332783263
654	0.2330621795
655	0.2328456639
656	0.2326900964
657	0.2325276405
658	0.2324118682
659	0.2322655001
660	0.2319779613
661	0.2317267545
662	0.2315094128
663	0.2312969375
664	0.231142332
665	0.2309491583
666	0.2307560363
667	0.2305776325
668	0.2304524611
669	0.2302794572
670	0.230117729
671	0.2298578228
672	0.2296965056
673	0.2294993782
674	0.2292150556
675	0.2290360672
676	0.2289358208
677	0.2287111338
678	0.2285396184
679	0.2283177517
680	0.2281527495
681	0.2279202346
682	0.227741762
683	0.2275642561
684	0.2273258465
685	0.2271846429
686	0.2269539519
687	0.2267402472
688	0.2266169912
689	0.2264377036
690	0.2262807081
691	0.2261208645
692	0.2259460844
693	0.2257756668
694	0.2255349962
695	0.2253603941
696	0.2252525997
697	0.2250632902
698	0.2248841767
699	0.2248218022
700	0.2246804203
701	0.2244892281
702	0.224309002
703	0.2241936325
704	0.2239470779
705	0.2236175724
706	0.2234168958
707	0.2232947698
708	0.2231231686
709	0.2228847201
710	0.2227267309
711	0.2224816178
712	0.2221920386
713	0.2220215625
714	0.2218584065
715	0.2217258704
716	0.2215584001
717	0.2214393997
718	0.2212792867
719	0.2210578868
720	0.2209171742
721	0.2207915069
722	0.2205356373
723	0.2202997553
724	0.2201490718
725	0.2199782369
726	0.2197872649
727	0.2196321351
728	0.2195139912
729	0.2193867776
730	0.2192513133
731	0.2190416448
732	0.2188568207
733	0.2187375034
734	0.2185760749
735	0.2183797123
736	0.2181826092
737	0.2180540867
738	0.217945152
739	0.2178427297
740	0.2175990908
741	0.2174160139
742	0.2172542927
743	0.2170822741
744	0.2169428674
745	0.2168404267
746	0.2166658483
747	0.2165896699
748	0.2165011076
749	0.2163470668
750	0.2162012076
751	0.2160023381
752	0.2158526084
753	0.215759979
754	0.2156250488
755	0.2155457982
756	0.2154233776
757	0.2151816016
758	0.2150769424
759	0.2149192219
760	0.2147670932
761	0.2146689638
762	0.2145224711
763	0.2143444716
764	0.2142194282
765	0.2141211677
766	0.214009643
767	0.2139507761
768	0.2138292122
769	0.2136496158
770	0.2134858024
771	0.213356485
772	0.2132094784
773	0.2130689221
774	0.212888751
775	0.2126895441
776	0.2125060936
777	0.2123422136
778	0.2122197339
779	0.2120873446
780	0.2119452999
781	0.2117637867
782	0.2116092482
783	0.2114516631
784	0.2113460259
785	0.2111554257
786	0.2110008192
787	0.2107994753
788	0.2105990155
789	0.2104839784
790	0.2103870189
791	0.210206651
792	0.2100471259
793	0.2099111244
794	0.2097817735
795	0.209625321
796	0.2094072294
797	0.2091986727
798	0.2090946556
799	0.2089687
800	0.2087293279
801	0.2085921518
802	0.2084770622
803	0.2083223937
804	0.2082184793
805	0.2080204931
806	0.2078011337
807	0.2076299661
808	0.2074613175
809	0.2073932896
810	0.207176726
811	0.2070663305
812	0.2068810505
813	0.2067821875
814	0.2065764638
815	0.2063883353
816	0.2062243323
817	0.2060899778
818	0.205945929
819	0.2057545892
820	0.205577013
821	0.2053614414
822	0.2051592771
823	0.2050257714
824	0.2049304099
825	0.2048263346
826	0.2046819978
827	0.2045172008
828	0.2043647988
829	0.2042590159
830	0.2040223158
831	0.2038692001
832	0.2037510754
833	0.2036072222
834	0.2034374464
835	0.2032582206
836	0.2032034233
837	0.2030264072
838	0.2029163895
839	0.2027532676
840	0.2026325126
841	0.2024958682
842	0.2023891205
843	0.2022160035
844	0.2020685746
845	0.2018000715
846	0.2017193008
847	0.2015399296
848	0.201410322
849	0.2012581688
850	0.2010181659
851	0.20085334
852	0.2006159206
853	0.2004624333
854	0.2002542106
855	0.2000875686
856	0.1999488605
857	0.1997951942
858	0.1996342361
859	0.1994911214
860	0.1992214093
861	0.1990651414
862	0.1989590335
863	0.1987822068
864	0.1986739982
865	0.1985230684
866	0.1984388674
867	0.1982895078
868	0.1981536982
869	0.1980494971
870	0.1978933848
871	0.1977074232
872	0.197550211
873	0.1974196799
874	0.1972649138
875	0.1971416086
876	0.1970993411
877	0.1969148804
878	0.196789448
879	0.19666634
880	0.1964842777
881	0.1963614177
882	0.1962705696
883	0.1961405053
884	0.1960476671
885	0.1959397747
886	0.1958450938
887	0.1956922602
888	0.1955955347
889	0.1954746386
890	0.1953724588
891	0.1952899956
892	0.1951341519
893	0.1949598437
894	0.1947585068
895	0.194635104
896	0.1944379305
897	0.1942807857
898	0.1941629008
899	0.1940780264
900	0.1939445195
901	0.1938385797
902	0.1936336097
903	0.1934942246
904	0.1933883294
905	0.1932180199
906	0.193117086
907	0.1930486553
908	0.1929303684
909	0.1928297761
910	0.1926775283
911	0.1925256257
912	0.1923479867
913	0.1922640328
914	0.1921137056
915	0.1919818395
916	0.1918919451
917	0.19172285
918	0.1915357384
919	0.1913721646
920	0.1911805312
921	0.1910677947
922	0.1909077369
923	0.1906970247
924	0.1905441453
925	0.1904628509
926	0.1903311085
927	0.190229632
928	0.190099726
929	0.1900034693
930	0.1898839194
931	0.1898182064
932	0.1897036917
933	0.1896671851
934	0.1895326369
935	0.1893944178
936	0.1892507001
937	0.1891395774
938	0.1890346482
939	0.1889445753
940	0.1887565559
941	0.1885378409
942	0.188476917
943	0.1883834512
944	0.1882746783
945	0.1881748004
946	0.1880874956
947	0.1879704877
948	0.1878608731
949	0.1877550169
950	0.187633453
951	0.1874984288
952	0.1872659769
953	0.1871219368
954	0.187028205
955	0.1869861652
956	0.1868495334
957	0.1866154199
958	0.1865173433
959	0.1864144435
960	0.1863020665
961	0.186192223
962	0.1860882035
963	0.186020114
964	0.1859576316
965	0.1858324799
966	0.1857236086
967	0.1856483595
968	0.1855570722
969	0.1854573876
970	0.1853296708
971	0.1852200802
972	0.1851201842
973	0.1850218012
974	0.1849371032
975	0.1846567161
976	0.1845463394
977	0.1844468869
978	0.1843257977
979	0.1841925488
980	0.1839888566
981	0.1838864375
982	0.1837727929
983	0.1836298595
984	0.1835265975
985	0.1834448949
986	0.1833144028
987	0.1831711355
988	0.1830428857
989	0.1829679288
990	0.182816038
991	0.1826492022
992	0.1825516693
993	0.1822577081
994	0.1820879895
995	0.1819623007
996	0.1818542446
997	0.1817564039
998	0.1817329384
999	0.1816265688
	0.1840174301
